rank_abs,feature,correlation,abs_correlation,r_squared,slope_status_on_feature,intercept,p_value,mean,sd
1,ampMean_H_L5,0.4146853969966659,0.4146853969966659,0.1719639784822824,0.9085966666229158,-0.13855554980610352,4.6851518281549724e-18,1.803391548745505,0.5109120635162208
2,ampSkew_D_L6,-0.41402160061445,0.41402160061445,0.17141388577535113,-1.7218669324086908,2.9967835033194206,5.355450750086955e-18,0.8692794287103216,0.2691670957733778
3,ampMean_V_L5,0.41200703150639745,0.41200703150639745,0.16974979401071358,0.7705431968836841,0.04830567755966242,8.021445442783749e-18,1.8839882414268792,0.5985579340633558
4,ampMean_D_L5,0.40586625418530675,0.40586625418530675,0.16472741628641202,1.100515512682654,0.00873094839735189,2.7028260457624504e-17,1.3550640898895463,0.4128433837714718
5,ampSkew_H_L3,-0.3887003867192364,0.3887003867192364,0.15108799063568393,-0.9696229962520414,3.110304045253244,7.077548077487246e-16,1.6607527373811022,0.4487563635073299
6,ampSkew_D_L4,-0.3842143357121535,0.3842143357121535,0.14762065576673142,-1.2927717007553168,2.908828746636954,1.6108085700524132e-15,1.0897738137474926,0.3326980709680121
7,ampSkew_D_L3,-0.38140947204111464,0.38140947204111464,0.1454731853626818,-0.9870561641377806,2.7700425771057784,2.676624552050104e-15,1.286697376754841,0.4325617997805888
8,ampMean_H_L4,0.3811355336291222,0.3811355336291222,0.14526429499475577,1.5935669464322528,0.20049804037445162,2.8119883094248156e-15,0.8154674408470445,0.2677365615444354
9,ampMean_D_L6,0.3795434106538432,0.3795434106538432,0.14405320057075188,0.630458300298331,-0.09429464362068685,3.74233912897266e-15,2.5287868251814136,0.6739127041181919
10,log2E_V_L5,0.3781092614570371,0.3781092614570371,0.14296661359958604,0.46376808647848644,0.5322990756450944,4.8347776476429724e-15,2.08660525070389,0.9126725937623591
11,ampMean_V_L4,0.3767747761087121,0.3767747761087121,0.14195923191177012,1.3129245477336642,0.3562004580022242,6.128977894640981e-15,0.8711845200641366,0.32124812856726537
